Assessment Name,Relative_URL,Remote Testing,Adaptive/IRT,Test Type,Assessment Length,description,languages,job levels
Pharmaceutical Science ,https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 7,"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
Pharmaceutics ,https://www.shl.com/solutions/products/product-catalog/view/pharmaceutics-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
Pharmacology ,https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
PHP ,https://www.shl.com/solutions/products/product-catalog/view/php-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.","English (USA),","Mid-Professional, Professional Individual Contributor,"
PJM Development Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/,available,unavailable,,,"The Person-Job Match Report is unique in that it
matches the performance potential of the
individual to the job’s specific competencies. This
provides you with a comprehensive and insightful
understanding of person-job fit.  The PJM Development report is written to support competency focused development of an individual.

In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s 
performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning.","Italian, English International, English (USA), French (Canada), Portuguese (Brazil), Latin American Spanish,","Mid-Professional, Graduate, Manager,"
PJM Selection Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/,available,unavailable,,,"The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit) Score useful in ranking/sorting candidates for selection 
and/or development (e.g. Talent Audit).  It provides a highly visual profile of a candidate's strengths and limitations against identified required competencies. Includes a summary table that enables prioritisation of action planning for development of critical competencies for an individual (by tabling Competency Potential against Job Importance for the role). It includes highly descriptive statements about a candidate's strengths and development  needs/limitations. 
The extended report versions include proposed competency-based interview questions 
to enable probing of specific situations in which the candidate might have 
demonstrated critical job behaviours. 
  
The PJM Report is designed for use by line managers and HR professionals in selection and 
development situations. It is valuable for identifying an individual's overall fit as well as likely areas of 
strength and weakness relative to their behaviour at work. 
 
In a selection context, this information can be used: For making interviewers aware of the areas that may need further probing. As a basis for suggesting and creating relevant interview questions. For identifying the relative strengths and weaknesses of shortlisted candidates.","Italian, English International, English (USA), Portuguese (Brazil), Latin American Spanish, French (Canada),","Mid-Professional, Manager,"
Polymer Engineering ,https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 8,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.","English (USA),","Professional Individual Contributor, Graduate, Mid-Professional,"
Power Electronics and Drives ,https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 15,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.","English (USA),","Mid-Professional, Professional Individual Contributor, Graduate,"
Power System Engineering ,https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 12,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
Prism ,https://www.shl.com/solutions/products/product-catalog/view/prism-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 4,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.","English (USA),","Mid-Professional, Professional Individual Contributor,"
Production and Industrial Engineering ,https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,available,unavailable,Knowledge & Skills,Approximate Completion Time in minutes = 13,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.","English (USA),","Graduate, Mid-Professional, Professional Individual Contributor,"
